"election_year","electoral_unit","party","v_id","V_d","district_party_vote_share","s_id","S_d","district_party_seat_share","v_i","V","national_party_vote_share","national_cell_vote_share","s_i","S","national_party_seat_share","district_vote_weight","district_seat_weight","district_weight_gap","within_district_quota","national_quota_contribution","a_id","b_id","b_id_factored","b_crosscheck_residual","d_id","q_i","R_i","d_i","A_i","B_i","within_district_quota_exact","national_quota_contribution_exact","a_id_exact","b_id_exact","b_id_factored_exact","d_id_exact","accounting_qualification"
2014,"AC","DEM",23727,399201,0.05943622385715466,0,8,0.0,4085487,97355354,0.0419646874274629,0.00024371540983765517,21,513,0.04093567251461988,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.4754897908572373,0.1250260052467171,-0.4754897908572373,0.3504637856105202,0.3504637856105202,0.0,-0.1250260052467171,21.527884650288467,0.9754790282991694,-0.527884650288468,-0.249641001967012,-0.278243648321456,"5752//12097","640629//5123966","-5752//12097","21723363419//61984616702","21723363419//61984616702","-640629//5123966","ex post party accounting contribution; joint electoral lists"
2014,"AC","PCB",0,399201,0.0,0,8,0.0,66979,97355354,0.000687984761474957,0.0,0,513,0.0,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35293618263665294,0.0,-0.35293618263665294,-0.3463181021658487,-0.006618080470804269,"0//1","0//1","0//1","0//1","0//1","0//1","ex post party accounting contribution; joint electoral lists"
2014,"AC","PCO",0,399201,0.0,0,8,0.0,12969,97355354,0.00013321301260945547,0.0,0,513,0.0,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06833827546865065,0.0,-0.06833827546865065,-0.05969867669052597,-0.008639598778124683,"0//1","0//1","0//1","0//1","0//1","0//1","ex post party accounting contribution; joint electoral lists"
2014,"AC","PCdoB",18109,399201,0.045363112817853664,0,8,0.0,1913015,97355354,0.01964981812916011,0.00018600928717284516,10,513,0.01949317738791423,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.3629049025428293,0.09542276431966956,-0.3629049025428293,0.26748213822315975,0.26748213822315975,0.0,-0.09542276431966956,10.080356700259134,0.9920283872239294,-0.0803567002591352,-0.5688758702547635,0.4885191699956283,"144872//399201","488943//5123966","-144872//399201","547132667809//2045492351166","547132667809//2045492351166","-488943//5123966","ex post party accounting contribution; joint electoral lists"
2014,"AC","PDT",13026,399201,0.032630178782117276,0,8,0.0,3528346,97355354,0.03624193077249763,0.0001337984965880767,20,513,0.03898635477582846,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.2610414302569382,0.06863862874968335,-0.2610414302569382,0.1924028015072549,0.1924028015072549,0.0,-0.06863862874968335,18.592110486291283,1.075725104729063,1.407889513708717,-0.15563789039051862,1.5635274040992357,"34736//133067","175851//2561983","-34736//133067","65593076471//340915391861","65593076471//340915391861","-175851//2561983","ex post party accounting contribution; joint electoral lists"
2014,"AC","PEN",310,399201,0.0007765511609439856,0,8,0.0,667983,97355354,0.006861286745462401,3.184211111799768e-6,2,513,0.003898635477582846,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.0062124092875518845,0.001633500300353281,-0.0062124092875518845,0.004578908987198604,0.004578908987198604,0.0,-0.001633500300353281,3.519840100422212,0.5682076295909283,-1.519840100422212,-1.6109154150291392,0.09107531460692718,"2480//399201","4185//2561983","-2480//399201","4683061655//1022746175583","4683061655//1022746175583","-4185//2561983","ex post party accounting contribution; joint electoral lists"
2014,"AC","PHS",6160,399201,0.015430823069080488,0,8,0.0,943068,97355354,0.009686863241234786,6.327335628608572e-5,5,513,0.009746588693957114,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.1234465845526439,0.032459231774761975,-0.1234465845526439,0.09098735277788193,0.09098735277788193,0.0,-0.032459231774761975,4.969360842753446,1.0061656132883234,0.030639157246554718,-0.09207556833931149,0.12271472558586621,"4480//36291","83160//2561983","-4480//36291","8459724280//92976925053","8459724280//92976925053","-83160//2561983","ex post party accounting contribution; joint electoral lists"
2014,"AC","PMDB",39751,399201,0.09957640386672378,2,8,0.25,10791949,97355354,0.11085110943153675,0.00040830830937145995,65,513,0.1267056530214425,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.7966112309337903,0.20946216270755896,1.2033887690662097,0.5871490682262313,0.5871490682262313,0.0,1.790537837292441,56.86661913837836,1.1430255743150477,8.133380861621642,3.9086952162479633,4.224685645373679,"318008//399201","1073277//5123966","480394//399201","1201008928051//2045492351166","1201008928051//2045492351166","9174655//5123966","ex post party accounting contribution; joint electoral lists"
2014,"AC","PMN",1346,399201,0.003371735040743886,0,8,0.0,468473,97355354,0.004811990103800557,1.3825639214459639e-5,3,513,0.005847953216374269,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.026973880325951088,0.007092552917017794,-0.026973880325951088,0.019881327408933294,0.019881327408933294,0.0,-0.007092552917017794,2.468550923249686,1.2152878726320526,0.5314490767503142,0.1733140509435868,0.3581350258067273,"10768//399201","18171//2561983","-10768//399201","20333551573//1022746175583","20333551573//1022746175583","-18171//2561983","ex post party accounting contribution; joint electoral lists"
2014,"AC","PP",31228,399201,0.07822625694825414,0,8,0.0,6429791,97355354,0.06604455467338756,0.0003207630470944618,38,513,0.07407407407407407,0.00410045245174703,0.015594541910331383,0.011494089458584354,0.6258100555860331,0.1645514431594589,-0.6258100555860331,0.4612586124265742,0.4612586124265742,0.0,-0.1645514431594589,33.88085654744782,1.1215773115648244,4.1191434525521835,2.644600533192068,1.4745429193601152,"249824//399201","421578//2561983","-249824//399201","471750481814//1022746175583","471750481814//1022746175583","-421578//2561983","ex post party accounting contribution; joint electoral lists"
